sku,name,brand,id,image_src
DQ0558-160,AJ2 Nina Chanel W,AJ2-3,,../static/images/DQ0558-160.png
DQ4040-400,SB Dunk Low Philadelphia Phillies,Dunk SB,,../static/images/DQ4040-400.png
DQ4697-800,Dunk Low W bronze eclipse,Dunk Low Women,,../static/images/DQ4697-800.png
DR0165-001,Dunk Low GS Blue Black,Dunk low GS,,../static/images/DR0165-001.png
DR7305-100,SB Dunk Low Doernbecher Zoe,Dunk SB,,../static/images/DR7305-100.png
DR8577-300,Dunk Low men Snakeskin,Dunk Low Men,,../static/images/DR8577-300.png
DR9654-100,Dunk low men Lottory Pack,Dunk Low Men,,../static/images/DR9654-100.png
DV2185-100,Dunk High Blue Satin W,Dunk High,,../static/images/DV2185-100.png
DX1419-300,AF1 OffWhite Brooklyn,Other,,../static/images/DX1419-300.png
DX2462-100,GS AJ1 Mid Stitch,AJ1 Mid GS,,../static/images/DX2462-100.png
DX3364-100,PS Dunk Nike 101,TD/PS,,../static/images/DX3364-100.png
DZ4454-500,,Dunk High,,../static/images/DZ4454-500.png
DZ4456-100,Dunk Low GS Blueberry,Dunk low GS,,../static/images/DZ4456-100.png
EG7491,Yeezy 350 Hyperspace,Yeezy 350,,../static/images/EG7491.png
EG7596,Yeezy 700 Analog,Yeezy 500-700,,../static/images/EG7596.png
FW4980,Yeezy 700 Azael,Yeezy 500-700,,../static/images/FW4980.png
FX9035,Yeezy 350 Desert Sage,Yeezy 350,,../static/images/FX9035.png
FY4567,Yeezy RNNR white Sand,Yeezy RNNR,,../static/images/FY4567.png
FZ1267,Yeezy 350 Zyon,Yeezy 350,,../static/images/FZ1267.png
FZ5000,Yeezy 350 Carbon,Yeezy 350,,../static/images/FZ5000.png
FZ5896,Slide Flax,Yeezy Slide,,../static/images/FZ5896.png
FZ5897,Slide bone,Yeezy Slide,,../static/images/FZ5897.png
GV6774,Yeezy RNNR mist,Yeezy RNNR,,../static/images/GV6774.png
GV6775,Yeezy RNNR sulfur,Yeezy RNNR,,../static/images/GV6775.png
GV6843,Yeezy RNNR desert,Yeezy RNNR,,../static/images/GV6843.png
GW0296,Yeezy 700 Wash Orange,Yeezy 500-700,,../static/images/GW0296.png
GW1229,Yeezy 350 Beluga,Yeezy 350,,../static/images/GW1229.png
GW1931,Slide ochre,Yeezy Slide,,../static/images/GW1931.png
GW1934,Slide Pure,Yeezy Slide,,../static/images/GW1934.png
GW2869,Yeezy 350 Mono Ice,Yeezy 350,,../static/images/GW2869.png
GW2870,Yeezy 350 Mono Clay,Yeezy 350,,../static/images/GW2870.png
GW3354,Yeezy RNNR ochre,Yeezy RNNR,,../static/images/GW3354.png
GW3773,Yeezy 350 MX Oat,Yeezy 350,,../static/images/GW3773.png
GW3774,Yeezy 350 MX Rock,Yeezy 350,,../static/images/GW3774.png
GW3775,,TD/PS,,../static/images/GW3775.png
GW3776,,TD/PS,,../static/images/GW3776.png
GW6373,Yeezy 500 Granite,Yeezy 500-700,,../static/images/GW6373.png
GX3606,Yeezy 500 Clay Brown,Yeezy 500-700,,../static/images/GX3606.png
GX3791,Yeezy 350 Mono Cinder,Yeezy 350,,../static/images/GX3791.png
GX4472,Yeezy RNNR Stone,Yeezy RNNR,,../static/images/GX4472.png
GX6138,Slide Glw green,Yeezy Slide,,../static/images/GX6138.png
GX9662,Yeezy 450 Cinder,Yeezy 380 450,,../static/images/GX9662.png
GY0260,Yeezy 700 Kyanite,Yeezy 500-700,,../static/images/GY0260.png
GY1759,Yeezy Knit,Yeezy Knit,,../static/images/GY1759.png
GY3438,Yeezy 350 Light,Yeezy 350,,../static/images/GY3438.png
GY3969,Yeezy RNNR sand,Yeezy RNNR,,../static/images/GY3969.png
GY5368,Yeezy 450 Dark Slate,Yeezy 380 450,,../static/images/GY5368.png
GY7164,Yeezy 350 Dazzling Blue,Yeezy 350,,../static/images/GY7164.png
GZ0454,Yeezy 380 Covellite,Yeezy 380 450,,../static/images/GZ0454.png
GZ5551,Slide Resin,Yeezy Slide,,../static/images/GZ5551.png
HO3665,Yeezy 450 Utility,Yeezy 380 450,,../static/images/HO3665.png
HP5348,PS RNNR sulfur,TD/PS,,../static/images/HP5348.png
HP5349,PS RNNR sulfur,TD/PS,,../static/images/HP5349.png
HP5425,Yeezy 700 Mono Safflower,Yeezy 500-700,,../static/images/HP5425.png
HP5426,Yeezy 450 Sulfur,Yeezy 380 450,,../static/images/HP5426.png
HP7870,Yeezy 350 Slate,Yeezy 350,,../static/images/HP7870.png
HP8739,Yeezy RNNR Oynx,Yeezy RNNR,,../static/images/HP8739.png
HQ6316,Yeezy 350 Bone,Yeezy 350,,../static/images/HQ6316.png
HQ6447,Slide Glw green,Yeezy Slide,,../static/images/HQ6447.png
HQ6448,Slide oynx,Yeezy Slide,,../static/images/HQ6448.png
HQ6979,Yeezy 700 Hi Res Red,Yeezy 500-700,,../static/images/HQ6979.png
IG9562,Yeezy RNNR Carbon,Yeezy RNNR,,../static/images/IG9562.png
